dataset,property,exp_dir_name,best_epoch,number,value,state,batch_size,lr,weight_decay,depth,h1,h2,h3,h4,activation,norm,dropout
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1024-1024-448_actsilu_nmnone_dp0.0997507_bs160_lr0.00010054_wd1e-6_dep3_h11024_h21024_h3448_h4192,45,71,0.0113739930093288,COMPLETE,160,0.00010054028633710437,1e-06,3,1024,1024,448,192,silu,none,0.09975069144202584
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1024-1024-448_actsilu_nmnone_dp0.0285045_bs192_lr7.6301e-5_wd1e-5_dep3_h11024_h21024_h3448_h4128,63,72,0.0103589156642556,COMPLETE,192,7.63010173583211e-05,1e-05,3,1024,1024,448,128,silu,none,0.028504513317037877
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1280-1024-384_actsilu_nmnone_dp0.0717482_bs256_lr5.07121e-5_wd1e-5_dep3_h11280_h21024_h3384_h496,129,73,0.0095517458394169,COMPLETE,256,5.0712119768931695e-05,1e-05,3,1280,1024,384,96,silu,none,0.07174824418211426
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1280-1024-320_actsilu_nmnone_dp0.103276_bs288_lr6.21099e-5_wd0.0003_dep3_h11280_h21024_h3320_h4256,114,74,0.0099909575656056,COMPLETE,288,6.210993785579565e-05,0.0003,3,1280,1024,320,256,silu,none,0.10327619435122773
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1280-1024-384_actgelu_nmnone_dp0.0862346_bs192_lr6.57289e-5_wd1e-5_dep3_h11280_h21024_h3384_h496,43,75,0.0117176352068781,COMPLETE,192,6.57289417539206e-05,1e-05,3,1280,1024,384,96,gelu,none,0.08623455128989538
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1536-1024-384_actsilu_nmnone_dp0.0897531_bs288_lr0.000103507_wd0.0003_dep3_h11536_h21024_h3384_h4224,36,76,0.0110078118741512,COMPLETE,288,0.00010350652908055653,0.0003,3,1536,1024,384,224,silu,none,0.08975314368237294
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1024-768-128_actsilu_nmnone_dp0.0208047_bs288_lr5.88645e-5_wd0.0001_dep3_h11024_h2768_h3128_h464,81,77,0.0115442099049687,COMPLETE,288,5.886451756470407e-05,0.0001,3,1024,768,128,64,silu,none,0.0208046931312095
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1280-896-192_actsilu_nmnone_dp0.100574_bs192_lr8.97578e-5_wd0_dep3_h11280_h2896_h3192_h4160,74,78,0.0103375660255551,COMPLETE,192,8.975780259285603e-05,0.0,3,1280,896,192,160,silu,none,0.10057360929542572
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1024-1024-128_actsilu_nmnone_dp0.16556_bs288_lr0.000122597_wd0.0003_dep3_h11024_h21024_h3128_h4256,74,79,0.0115598039701581,COMPLETE,288,0.0001225966325340601,0.0003,3,1024,1024,128,256,silu,none,0.1655598530964696
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1280-896-384_actsilu_nmnone_dp0.0757367_bs384_lr5.75635e-5_wd1e-5_dep3_h11280_h2896_h3384_h464,132,80,0.0101086376234889,COMPLETE,384,5.756353998505747e-05,1e-05,3,1280,896,384,64,silu,none,0.07573669434394208
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1024-896-320_actsilu_nmnone_dp0.125335_bs320_lr6.42808e-5_wd0.0003_dep3_h11024_h2896_h3320_h4160,83,81,0.010640419088304,COMPLETE,320,6.428081304716266e-05,0.0003,3,1024,896,320,160,silu,none,0.12533539877799016
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1536-640-320_actrelu_nmnone_dp0.0857048_bs416_lr5.82462e-5_wd1e-5_dep3_h11536_h2640_h3320_h496,47,82,0.0168530512601137,COMPLETE,416,5.824621621074538e-05,1e-05,3,1536,640,320,96,relu,none,0.08570483494660681
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1280-768-448_actsilu_nmnone_dp0.0311828_bs416_lr5.40429e-5_wd3e-5_dep3_h11280_h2768_h3448_h464,191,83,0.0095165567472577,COMPLETE,416,5.404288706884666e-05,3e-05,3,1280,768,448,64,silu,none,0.031182818769887724
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1280-896-448_actsilu_nmnone_dp0.0209797_bs448_lr5.76907e-5_wd3e-5_dep3_h11280_h2896_h3448_h496,137,84,0.010649780742824,COMPLETE,448,5.769073582927344e-05,3e-05,3,1280,896,448,96,silu,none,0.020979725280802414
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1280-768_actlrelu_nmnone_dp0.0736804_bs416_lr5.35963e-5_wd3e-5_dep2_h11280_h2768_h3512_h464,138,85,0.0130402091890573,COMPLETE,416,5.3596323856775036e-05,3e-05,2,1280,768,512,64,leakyrelu,none,0.07368044527654001
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1536-896-384_actsilu_nmln_dp0.0663525_bs224_lr5.65096e-5_wd1e-5_dep3_h11536_h2896_h3384_h496,42,86,0.0147768799215555,COMPLETE,224,5.650960133140687e-05,1e-05,3,1536,896,384,96,silu,lay_norm,0.06635249676834705
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1792-640-320_actsilu_nmnone_dp0.0263725_bs384_lr0.000161903_wd3e-5_dep3_h11792_h2640_h3320_h496,31,87,0.0124484067782759,COMPLETE,384,0.00016190266858594,3e-05,3,1792,640,320,96,silu,none,0.02637247563020359
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1280-1024-512_actsilu_nmnone_dp0.0836795_bs384_lr9.18385e-5_wd1e-5_dep3_h11280_h21024_h3512_h464,62,88,0.0106921968981623,COMPLETE,384,9.18385012707186e-05,1e-05,3,1280,1024,512,64,silu,none,0.08367949415437294
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1024-1024-320_actsilu_nmnone_dp0.138041_bs160_lr6.32944e-5_wd3e-6_dep3_h11024_h21024_h3320_h4256,38,89,0.0117665315046906,COMPLETE,160,6.329441049646297e-05,3e-06,3,1024,1024,320,256,silu,none,0.13804120171168102
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1280-768-448_actsilu_nmnone_dp0.0766588_bs352_lr7.2962e-5_wd0.0001_dep3_h11280_h2768_h3448_h464,92,90,0.0102752111852169,COMPLETE,352,7.296196056323019e-05,0.0001,3,1280,768,448,64,silu,none,0.07665881832738786
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1024-640-320_actrelu_nmnone_dp0.179364_bs288_lr8.33365e-5_wd3e-6_dep3_h11024_h2640_h3320_h496,50,91,0.0171778760850429,COMPLETE,288,8.333648723318621e-05,3e-06,3,1024,640,320,96,relu,none,0.17936385770168495
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1024-896-320_actsilu_nmnone_dp0.0676818_bs448_lr5.676e-5_wd1e-5_dep3_h11024_h2896_h3320_h4128,172,92,0.0095945987850427,COMPLETE,448,5.6759987211505614e-05,1e-05,3,1024,896,320,128,silu,none,0.06768176979608839
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1280-640-384_actrelu_nmnone_dp0.0289248_bs352_lr8.17863e-5_wd3e-5_dep3_h11280_h2640_h3384_h464,53,93,0.0148517619818449,COMPLETE,352,8.178632033288198e-05,3e-05,3,1280,640,384,64,relu,none,0.028924812253037807
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1024-768-192_actsilu_nmnone_dp0.0671669_bs352_lr0.000341148_wd1e-6_dep3_h11024_h2768_h3192_h464,34,94,0.013559766113758,COMPLETE,352,0.00034114772130862386,1e-06,3,1024,768,192,64,silu,none,0.06716694333592332
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1536-1024-384_actsilu_nmnone_dp0.182671_bs160_lr7.6135e-5_wd0.0003_dep3_h11536_h21024_h3384_h4256,70,95,0.0100261159241199,COMPLETE,160,7.613500659938173e-05,0.0003,3,1536,1024,384,256,silu,none,0.18267137424941127
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1536-1024-448_actlrelu_nmln_dp0.198554_bs96_lr8.18913e-5_wd0.0003_dep3_h11536_h21024_h3448_h4224,40,96,0.0139669207856059,COMPLETE,96,8.189125078555442e-05,0.0003,3,1536,1024,448,224,leakyrelu,lay_norm,0.19855443396014638
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1280-1024-448_actsilu_nmnone_dp0.195196_bs160_lr7.11667e-5_wd0.0003_dep3_h11280_h21024_h3448_h4256,74,97,0.010237568989396,COMPLETE,160,7.116667314613557e-05,0.0003,3,1280,1024,448,256,silu,none,0.19519616055901265
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1536-768_actlrelu_nmnone_dp0.183447_bs128_lr5.08278e-5_wd0.0003_dep2_h11536_h2768_h3256_h4256,49,98,0.0154821397736668,COMPLETE,128,5.0827821399978145e-05,0.0003,2,1536,768,256,256,leakyrelu,none,0.18344716246559728
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1536-768_actsilu_nmnone_dp0.0623531_bs288_lr5.13965e-5_wd1e-5_dep2_h11536_h2768_h3384_h496,100,99,0.0122671760618686,COMPLETE,288,5.13965284220993e-05,1e-05,2,1536,768,384,96,silu,none,0.06235309176244662
