dataset,property,exp_dir_name,best_epoch,number,value,state,batch_size,lr,weight_decay,depth,h1,h2,h3,h4,activation,norm,dropout
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1280-896_actsilu_nmnone_dp0.109381_bs320_lr6.01147e-5_wd0.0003_dep2_h11280_h2896_h3448_h4256,84,27,0.0127484044060111,COMPLETE,320,6.011471200399139e-05,0.0003,2,1280,896,448,256,silu,none,0.10938074567985653
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1024-896-64_actsilu_nmnone_dp0.192551_bs96_lr8.0465e-5_wd0.0001_dep3_h11024_h2896_h364_h4160,97,28,0.0104833962395787,COMPLETE,96,8.04649926992121e-05,0.0001,3,1024,896,64,160,silu,none,0.19255141218720268
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1024-1024-384_actsilu_nmnone_dp0.069709_bs128_lr5.13741e-5_wd1e-6_dep3_h11024_h21024_h3384_h4160,74,29,0.0103679569438099,COMPLETE,128,5.1374078195758496e-05,1e-06,3,1024,1024,384,160,silu,none,0.06970899032783993
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1024-768_actgelu_nmnone_dp0.128515_bs192_lr6.17059e-5_wd0.0003_dep2_h11024_h2768_h3192_h4128,92,30,0.0121646225452423,COMPLETE,192,6.170587113978145e-05,0.0003,2,1024,768,192,128,gelu,none,0.1285145251213389
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1280-896-512_actsilu_nmnone_dp0.0402123_bs128_lr5.39618e-5_wd1e-6_dep3_h11280_h2896_h3512_h4128,61,31,0.0103116808459162,COMPLETE,128,5.3961783378713644e-05,1e-06,3,1280,896,512,128,silu,none,0.04021232672751584
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1536-1024-448_actrelu_nmnone_dp0.144542_bs224_lr9.66719e-5_wd0.0003_dep3_h11536_h21024_h3448_h4256,59,32,0.0164990480989217,COMPLETE,224,9.667185856997915e-05,0.0003,3,1536,1024,448,256,relu,none,0.1445423944140681
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1280-1024-256_actsilu_nmnone_dp0.134525_bs128_lr7.66768e-5_wd0.0003_dep4_h11280_h21024_h3256_h4192,81,33,0.0107246376574039,COMPLETE,128,7.667682137275221e-05,0.0003,4,1280,1024,256,192,silu,none,0.13452531353930097
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1536-896-512_actsilu_nmnone_dp0.00141719_bs64_lr7.7327e-5_wd1e-6_dep3_h11536_h2896_h3512_h4128,40,34,0.0111393714323639,COMPLETE,64,7.732695335432044e-05,1e-06,3,1536,896,512,128,silu,none,0.0014171936078725828
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1024-896-128_actgelu_nmln_dp0.178896_bs288_lr0.000118856_wd3e-6_dep3_h11024_h2896_h3128_h4224,53,35,0.0133580667898058,COMPLETE,288,0.00011885550196000175,3e-06,3,1024,896,128,224,gelu,lay_norm,0.1788961377460297
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1280-896_actsilu_nmnone_dp0.150255_bs288_lr9.95599e-5_wd0.0005_dep2_h11280_h2896_h364_h4256,62,36,0.0128695741295814,COMPLETE,288,9.955992444953316e-05,0.0005,2,1280,896,64,256,silu,none,0.15025454024784843
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1024-1024-192_actrelu_nmnone_dp0.136585_bs192_lr9.16193e-5_wd0.0003_dep3_h11024_h21024_h3192_h4128,23,37,0.0204063355922698,COMPLETE,192,9.16192905806974e-05,0.0003,3,1024,1024,192,128,relu,none,0.13658471984343828
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1024-768-256_actsilu_nmnone_dp0.132257_bs352_lr6.19074e-5_wd0.0003_dep3_h11024_h2768_h3256_h432,110,38,0.0097335409373044,COMPLETE,352,6.190740129358802e-05,0.0003,3,1024,768,256,32,silu,none,0.13225734978522957
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1536-1024-448_actsilu_nmnone_dp0.125044_bs224_lr6.40416e-5_wd3e-5_dep3_h11536_h21024_h3448_h4192,58,39,0.0106071950867772,COMPLETE,224,6.40415733783482e-05,3e-05,3,1536,1024,448,192,silu,none,0.12504375191902087
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1024-768-320_actsilu_nmnone_dp0.13876_bs384_lr7.67477e-5_wd0_dep4_h11024_h2768_h3320_h432,93,40,0.0110757090151309,COMPLETE,384,7.674771535132007e-05,0.0,4,1024,768,320,32,silu,none,0.13875989778280212
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1280-768-320_actrelu_nmln_dp0.111259_bs416_lr9.64614e-5_wd0.0003_dep3_h11280_h2768_h3320_h432,47,41,0.0143875507637858,COMPLETE,416,9.646135913942012e-05,0.0003,3,1280,768,320,32,relu,lay_norm,0.11125885467309699
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1536-896-512_actrelu_nmnone_dp0.0697778_bs320_lr7.58971e-5_wd1e-6_dep3_h11536_h2896_h3512_h496,40,42,0.0153035009279847,COMPLETE,320,7.589705706858119e-05,1e-06,3,1536,896,512,96,relu,none,0.06977778576360391
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1280-1024-256_actsilu_nmnone_dp0.155445_bs320_lr0.00017581_wd0.0001_dep3_h11280_h21024_h3256_h432,68,43,0.0117481369525194,COMPLETE,320,0.00017581042683567348,0.0001,3,1280,1024,256,32,silu,none,0.15544522960741589
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1024-768-128_actsilu_nmnone_dp0.169146_bs448_lr5.88849e-5_wd0.0005_dep3_h11024_h2768_h3128_h432,90,44,0.0133658498525619,COMPLETE,448,5.888486909853058e-05,0.0005,3,1024,768,128,32,silu,none,0.16914588956019633
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1024-1024-384_actlrelu_nmnone_dp0.0944548_bs192_lr5.68647e-5_wd0.0003_dep3_h11024_h21024_h3384_h4224,76,45,0.0110567612573504,COMPLETE,192,5.686469010917477e-05,0.0003,3,1024,1024,384,224,leakyrelu,none,0.0944548138396866
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1024-768-256_actsilu_nmnone_dp0.0607031_bs448_lr0.000105274_wd1e-6_dep3_h11024_h2768_h3256_h432,99,46,0.0101116513833403,COMPLETE,448,0.00010527403099525318,1e-06,3,1024,768,256,32,silu,none,0.06070309438567022
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1536-768_actsilu_nmnone_dp0.0638388_bs480_lr0.000122942_wd1e-6_dep2_h11536_h2768_h3128_h432,115,47,0.0122274337336421,COMPLETE,480,0.00012294213450311567,1e-06,2,1536,768,128,32,silu,none,0.06383884853307024
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1024-640-320_actsilu_nmnone_dp0.141538_bs288_lr7.46697e-5_wd0.0003_dep3_h11024_h2640_h3320_h432,55,48,0.0117331771180033,COMPLETE,288,7.466970703801936e-05,0.0003,3,1024,640,320,32,silu,none,0.1415377272677265
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1024-896-128_actsilu_nmnone_dp0.0567056_bs384_lr5.31177e-5_wd1e-5_dep3_h11024_h2896_h3128_h432,164,49,0.0102697759866714,COMPLETE,384,5.3117723738856836e-05,1e-05,3,1024,896,128,32,silu,none,0.056705604274636376
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1024-896-192_actsilu_nmnone_dp0.0464437_bs512_lr8.07759e-5_wd1e-6_dep3_h11024_h2896_h3192_h432,102,50,0.011240592226386,COMPLETE,512,8.077593704861261e-05,1e-06,3,1024,896,192,32,silu,none,0.04644373840494828
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1024-896-192_actsilu_nmln_dp0.0375759_bs320_lr8.26238e-5_wd3e-6_dep3_h11024_h2896_h3192_h432,52,51,0.0136736519634723,COMPLETE,320,8.26238235082101e-05,3e-06,3,1024,896,192,32,silu,lay_norm,0.03757587745087777
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1280-896-128_actlrelu_nmnone_dp0.00562609_bs256_lr8.3822e-5_wd1e-5_dep3_h11280_h2896_h3128_h464,122,52,0.0105802118778228,COMPLETE,256,8.382203412653359e-05,1e-05,3,1280,896,128,64,leakyrelu,none,0.00562609312271959
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1024-1024_actsilu_nmnone_dp0.0428138_bs256_lr5.19215e-5_wd0.0003_dep2_h11024_h21024_h3256_h432,60,53,0.0137164369225502,COMPLETE,256,5.192151787347393e-05,0.0003,2,1024,1024,256,32,silu,none,0.042813824689844
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1280-896-128_actsilu_nmnone_dp0.0836862_bs352_lr7.33141e-5_wd1e-5_dep3_h11280_h2896_h3128_h432,108,54,0.0107499388977885,COMPLETE,352,7.331413169558545e-05,1e-05,3,1280,896,128,32,silu,none,0.08368623214596246
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1280-640-384_actgelu_nmnone_dp0.0769571_bs352_lr0.000152546_wd1e-6_dep3_h11280_h2640_h3384_h432,44,55,0.0115204965695738,COMPLETE,352,0.0001525461401365812,1e-06,3,1280,640,384,32,gelu,none,0.07695713427850757
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1024-768-128_actgelu_nmnone_dp0.0602268_bs512_lr6.16462e-5_wd1e-5_dep4_h11024_h2768_h3128_h464,132,56,0.0104075651615858,COMPLETE,512,6.164615743920783e-05,1e-05,4,1024,768,128,64,gelu,none,0.0602267857314473
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1024-768-64_actlrelu_nmnone_dp0.183557_bs192_lr6.96479e-5_wd3e-6_dep3_h11024_h2768_h364_h4224,131,57,0.0128703592345118,COMPLETE,192,6.964789215815739e-05,3e-06,3,1024,768,64,224,leakyrelu,none,0.18355674633517483
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1024-1024-384_actsilu_nmln_dp0.122647_bs256_lr0.000133112_wd0.0003_dep3_h11024_h21024_h3384_h4224,47,58,0.0141684617847204,COMPLETE,256,0.00013311158058875266,0.0003,3,1024,1024,384,224,silu,lay_norm,0.12264731189524042
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1024-768_actsilu_nmnone_dp0.0947012_bs352_lr5.04267e-5_wd1e-5_dep2_h11024_h2768_h364_h464,130,59,0.0124614825472235,COMPLETE,352,5.042665365409819e-05,1e-05,2,1024,768,64,64,silu,none,0.09470122508526217
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1024-768-384_actrelu_nmnone_dp0.0712786_bs512_lr0.000120121_wd0.0001_dep3_h11024_h2768_h3384_h432,61,60,0.014830857515335,COMPLETE,512,0.00012012116690516457,0.0001,3,1024,768,384,32,relu,none,0.07127858513713968
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1280-640-64_actsilu_nmnone_dp0.192064_bs224_lr0.000103659_wd0.0003_dep3_h11280_h2640_h364_h4224,93,61,0.0108697367832064,COMPLETE,224,0.00010365940936257057,0.0003,3,1280,640,64,224,silu,none,0.1920636674963377
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1024-896-320_actsilu_nmln_dp0.130953_bs224_lr5.90664e-5_wd0.0003_dep4_h11024_h2896_h3320_h432,133,62,0.0116881104186177,COMPLETE,224,5.90663653007354e-05,0.0003,4,1024,896,320,32,silu,lay_norm,0.13095284326187048
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1024-1024-512_actgelu_nmln_dp0.0349071_bs128_lr9.78709e-5_wd3e-6_dep3_h11024_h21024_h3512_h4160,36,63,0.0130155850201845,COMPLETE,128,9.787085639237667e-05,3e-06,3,1024,1024,512,160,gelu,lay_norm,0.03490705254036025
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1024-768-448_actsilu_nmnone_dp0.0336011_bs256_lr6.11406e-5_wd1e-6_dep4_h11024_h2768_h3448_h464,79,64,0.0110628139227628,COMPLETE,256,6.114064835472938e-05,1e-06,4,1024,768,448,64,silu,none,0.033601058400292004
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1280-896-448_actlrelu_nmnone_dp0.0320061_bs128_lr6.84402e-5_wd3e-6_dep3_h11280_h2896_h3448_h464,73,65,0.0110314330086112,COMPLETE,128,6.844018042694048e-05,3e-06,3,1280,896,448,64,leakyrelu,none,0.03200609485936555
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1024-896-64_actsilu_nmnone_dp0.186318_bs384_lr0.000196224_wd3e-6_dep4_h11024_h2896_h364_h4256,32,66,0.0137485628947615,COMPLETE,384,0.0001962240787912323,3e-06,4,1024,896,64,256,silu,none,0.18631780387978483
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1024-1024_actsilu_nmnone_dp0.188216_bs256_lr7.06128e-5_wd3e-5_dep2_h11024_h21024_h3384_h4192,121,67,0.0117598995566368,COMPLETE,256,7.061277780565873e-05,3e-05,2,1024,1024,384,192,silu,none,0.1882161549304649
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1024-896-192_actsilu_nmnone_dp0.115524_bs416_lr7.14213e-5_wd0.0003_dep3_h11024_h2896_h3192_h432,110,68,0.0105362031608819,COMPLETE,416,7.142129532662747e-05,0.0003,3,1024,896,192,32,silu,none,0.11552381247334137
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1536-1024-320_actsilu_nmnone_dp0.159511_bs384_lr7.11746e-5_wd0.0005_dep3_h11536_h21024_h3320_h4256,67,69,0.0111432243138551,COMPLETE,384,7.117462213359238e-05,0.0005,3,1536,1024,320,256,silu,none,0.15951079130024093
ZINC_SMILES_HRR_2048_F64_5G1NG4,max_ring_size,pr_max_ring_size_ZincSmilesHRR2048F645G1NG4_h1280-768-512_actsilu_nmnone_dp0.101917_bs160_lr0.000140079_wd0.0005_dep3_h11280_h2768_h3512_h496,30,70,0.0117839481681585,COMPLETE,160,0.00014007904570388792,0.0005,3,1280,768,512,96,silu,none,0.10191728724557472
