dataset,number,obj1_zero_correction_error,state,batch_size,lr,weight_decay,num_flows,hidden_dim,num_hidden_layers,cl_edge_added/removed,cl_edge_added/removed_of_the_level_two_results,cl_edge_added/removed_then_re-decoded,cl_failed_to_correct,cl_not_corrected,decode_time_per_sample_sec,decode_time_sec,exp_dir_name,incorrect_pct,min_val_loss,n_decoded,norm_per,obj0_nll,zero_correction_pct,training_time
ZincSmilesHRR256F645G1NG4,63,99.6,COMPLETE,320,0.0005439614146888035,0.00048599151739837985,7,1792,2,0.0,0.0,0.0,996.0,4.0,0.021621534824371336,21.621534824371338,nvp_v3_comp_ZincSmilesHRR256F645G1NG4_f7_lr0.000543961_wd0.000485992_bs320_hid1792_nhl2_np1_smf7_smi2.5_smw17_an,99.6,-725.4445190429688,1000.0,term,,0.4,47.0
ZincSmilesHRR256F645G1NG4,64,98.4,COMPLETE,320,0.00016125358502879573,4.608418167463848e-05,7,1024,2,0.0,0.0,0.0,984.0,16.0,0.0234257972240448,23.4257972240448,nvp_v3_comp_ZincSmilesHRR256F645G1NG4_f7_lr0.000161254_wd4.60842e-5_bs320_hid1024_nhl2_np1_smf7_smi2.5_smw17_an,98.4,-938.6265258789062,1000.0,term,,1.6,160.0
ZincSmilesHRR256F645G1NG4,65,99.6,COMPLETE,480,0.0002771592123613687,0.0001098699171307883,11,1024,2,0.0,0.0,0.0,996.0,4.0,0.020624505758285522,20.624505758285522,nvp_v3_comp_ZincSmilesHRR256F645G1NG4_f11_lr0.000277159_wd0.00010987_bs480_hid1024_nhl2_np1_smf7_smi2.5_smw17_an,99.6,-781.7999877929688,1000.0,term,,0.4,44.0
ZincSmilesHRR256F645G1NG4,66,99.6,COMPLETE,448,0.0004430327560844594,3.74250887424787e-05,6,768,2,0.0,0.0,0.0,996.0,4.0,0.025085066556930543,25.085066556930542,nvp_v3_comp_ZincSmilesHRR256F645G1NG4_f6_lr0.000443033_wd3.74251e-5_bs448_hid768_nhl2_np1_smf7_smi2.5_smw17_an,99.6,-1063.24658203125,1000.0,term,,0.4,139.0
ZincSmilesHRR256F645G1NG4,67,99.9,COMPLETE,320,0.0007705163068689371,1.209876464691985e-05,5,2048,4,0.0,0.0,0.0,999.0,1.0,0.025282211542129517,25.282211542129517,nvp_v3_comp_ZincSmilesHRR256F645G1NG4_f5_lr0.000770516_wd1.20988e-5_bs320_hid2048_nhl4_np1_smf7_smi2.5_smw17_an,99.9,-369.6586608886719,1000.0,term,,0.1,64.0
ZincSmilesHRR256F645G1NG4,68,99.5,COMPLETE,192,8.140317488402768e-05,4.119505294868812e-05,10,768,3,0.0,0.0,0.0,995.0,5.0,0.025492710113525392,25.49271011352539,nvp_v3_comp_ZincSmilesHRR256F645G1NG4_f10_lr8.14032e-5_wd4.11951e-5_bs192_hid768_nhl3_np1_smf7_smi2.5_smw17_an,99.5,-1006.5955200195312,1000.0,term,,0.5,378.0
ZincSmilesHRR256F645G1NG4,69,100.0,COMPLETE,320,0.0005439614146888035,0.00048599151739837985,7,1792,2,0.0,0.0,0.0,1000.0,0.0,0.02011939263343811,20.11939263343811,nvp_v3_comp_ZincSmilesHRR256F645G1NG4_f7_lr0.000543961_wd0.000485992_bs320_hid1792_nhl2_np1_smf7_smi2.5_smw17_an,100.0,-725.4155883789062,1000.0,term,,0.0,37.0
ZincSmilesHRR256F645G1NG4,70,98.6,COMPLETE,160,0.0005788207442668495,0.0009999999999999998,8,1536,2,0.0,0.0,0.0,986.0,14.0,0.024875324487686156,24.875324487686157,nvp_v3_comp_ZincSmilesHRR256F645G1NG4_f8_lr0.000578821_wd0.001_bs160_hid1536_nhl2_np1_smf7_smi2.5_smw17_an,98.6,-1121.281982421875,1000.0,term,,1.4,328.0
ZincSmilesHRR256F645G1NG4,71,99.0,COMPLETE,416,0.00015959232861026965,3.479392938823478e-05,7,1536,2,0.0,0.0,0.0,990.0,10.0,0.022913013458251953,22.913013458251953,nvp_v3_comp_ZincSmilesHRR256F645G1NG4_f7_lr0.000159592_wd3.47939e-5_bs416_hid1536_nhl2_np1_smf7_smi2.5_smw17_an,99.0,-925.8604736328124,1000.0,term,,1.0,131.0
ZincSmilesHRR256F645G1NG4,72,99.9,COMPLETE,320,0.0007705163068689371,1.209876464691985e-05,5,2048,4,0.0,0.0,0.0,999.0,1.0,0.024694680452346802,24.6946804523468,nvp_v3_comp_ZincSmilesHRR256F645G1NG4_f5_lr0.000770516_wd1.20988e-5_bs320_hid2048_nhl4_np1_smf7_smi2.5_smw17_an,99.9,-318.70123291015625,1000.0,term,,0.1,48.0
ZincSmilesHRR256F645G1NG4,73,,RUNNING,128,0.0005622475573565684,0.0009999999999999998,7,1792,2,,,,,,,,,,,,,,,
ZincSmilesHRR256F645G1NG4,74,99.6,COMPLETE,256,0.0005741497663832702,1.889694351260473e-05,10,768,2,0.0,0.0,0.0,996.0,4.0,0.021201494932174682,21.201494932174683,nvp_v3_comp_ZincSmilesHRR256F645G1NG4_f10_lr0.00057415_wd1.88969e-5_bs256_hid768_nhl2_np1_smf7_smi2.5_smw17_an,99.6,-654.0498657226562,1000.0,term,,0.4,25.0
